zone,construc,manufac,TCU,wholesl,retail,FIRE,service,private,govt,emp,pop,hshld,univ,acres,otherEmp,district,PARKTOT,PARKLNG,PROPFREE,PARKRATE,areatype,county,CBDFlag,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92
    479.00,      1.00,     25.00,      1.00,      2.00,     47.00,     82.00,     20.00,    178.00,         0,    178.00,    570.00,    250.00,         0,     20.00,    111.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,      1.00,     25.00,      2.00,     15.00,         0,      1.00,         0,     82.00,      4.00,      5.00,     11.00,         0,         0,         0,     32.00,         0,         0
    480.00,         0,      7.00,         0,         0,    333.00,         0,    111.00,    451.00,         0,    451.00,         0,         0,         0,     50.00,      7.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,         0,         0,      1.00,         0,     24.00,         0,         0,         0,    333.00,     86.00,         0
    481.00,      1.00,         0,         0,      1.00,         0,         0,     10.00,     12.00,         0,     12.00,         0,         0,         0,     14.00,      2.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,      1.00,         0,      1.00,         0,         0,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,      3.00,         0
    482.00,      1.00,         0,     42.00,      1.00,    123.00,         0,    453.00,    620.00,         0,    620.00,     23.00,     23.00,         0,     33.00,     44.00,      1.00,         0,         0,         0,         0,      2.00,      1.00,         0,         0,         0,         0,      1.00,         0,      1.00,     16.00,         0,     42.00,         0,         0,    170.00,     14.00,     98.00,         0,     93.00,      2.00,    107.00,     76.00,         0
    483.00,      1.00,         0,         0,         0,     73.00,     19.00,      4.00,     97.00,         0,     97.00,         0,         0,         0,     24.00,     20.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,      1.00,         0,         0,     73.00,         0,         0,     19.00,         0,         0,         0,      4.00,         0,         0,         0,         0,         0,         0
    484.00,         0,         0,         0,         0,    318.00,         0,   5654.00,   5972.00,         0,   5972.00,     85.00,      5.00,  21741.00,    146.00,         0,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,         0,         0,      6.00,         0,         0,         0,         0,         0,         0,    369.00,   5277.00,      2.00,         0,    312.00,      6.00,         0
    485.00,         0,      7.00,         0,      4.00,         0,         0,      8.00,     19.00,         0,     19.00,         0,         0,         0,     25.00,     11.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,      7.00,      4.00,         0,         0,         0,         0,         0,      7.00,         0,      1.00,         0,         0,         0,         0,         0,         0
    486.00,         0,      2.00,         0,         0,     21.00,         0,   2698.00,   2721.00,         0,   2721.00,     33.00,      2.00,         0,     82.00,      2.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,      2.00,         0,         0,         0,         0,         0,         0,         0,         0,    295.00,   2394.00,         0,         0,     21.00,      9.00,         0
    487.00,         0,      7.00,         0,         0,         0,         0,     59.00,     66.00,         0,     66.00,     12.00,      1.00,         0,     21.00,      7.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,         0,         0,         0,         0,      5.00,     54.00,         0,         0,         0,         0,         0
    488.00,    135.00,      7.00,   2034.00,     24.00,     78.00,    189.00,    713.00,   3180.00,    206.00,   3386.00,    170.00,     83.00,         0,     27.00,   2595.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,    106.00,    135.00,      7.00,     24.00,     22.00,      3.00,   1925.00,    180.00,      9.00,    210.00,         0,     65.00,      1.00,     24.00,     18.00,     56.00,    395.00,    206.00
    489.00,         0,      7.00,         0,         0,    300.00,      3.00,     35.00,    345.00,         0,    345.00,         0,         0,         0,     24.00,     10.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,      7.00,         0,     41.00,         0,         0,         0,      3.00,         0,         0,     28.00,         0,         0,      7.00,    259.00,         0,         0
    490.00,         0,      7.00,    302.00,         0,    101.00,         0,     19.00,    429.00,         0,    429.00,         0,         0,         0,      4.00,    309.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,    302.00,         0,         0,         0,         0,      9.00,         0,     10.00,         0,    101.00,         0,         0
    491.00,         0,      7.00,         0,         0,         0,         0,    194.00,    201.00,         0,    201.00,         0,         0,         0,      6.00,      7.00,      1.00,         0,         0,         0,         0,      1.00,      1.00,         0,         0,         0,         0,         0,      7.00,         0,         0,         0,         0,         0,         0,         0,         0,      8.00,         0,    117.00,         0,         0,     69.00,         0
