"TourType","SummaryType","Category","Statistic","Period","numTour"
"Individual Non-Mandatory","Purpose","Escorting","Depart",29,22241
"Individual Non-Mandatory","Purpose","Escorting","Depart",30,18322
"Individual Non-Mandatory","Purpose","Escorting","Depart",31,15104
"Individual Non-Mandatory","Purpose","Escorting","Depart",32,12409
"Individual Non-Mandatory","Purpose","Escorting","Depart",33,18242
"Individual Non-Mandatory","Purpose","Escorting","Depart",34,13509
"Individual Non-Mandatory","Purpose","Escorting","Depart",35,9967
"Individual Non-Mandatory","Purpose","Escorting","Depart",36,7484
"Individual Non-Mandatory","Purpose","Escorting","Depart",37,5530
"Individual Non-Mandatory","Purpose","Escorting","Depart",38,4224
"Individual Non-Mandatory","Purpose","Escorting","Depart",39,2956
"Individual Non-Mandatory","Purpose","Escorting","Depart",40,2323
"Individual Non-Mandatory","Purpose","Escorting","Depart",41,1897
"Individual Non-Mandatory","Purpose","Escorting","Depart",42,1524
"Individual Non-Mandatory","Purpose","Escorting","Depart",43,1471
"Individual Non-Mandatory","Purpose","Escorting","Depart",44,1527
"Individual Non-Mandatory","Purpose","Escorting","Depart",45,1399
"Individual Non-Mandatory","Purpose","Escorting","Depart",46,1065
"Individual Non-Mandatory","Purpose","Escorting","Depart",47,663
"Individual Non-Mandatory","Purpose","Escorting","Depart",48,117
"Individual Non-Mandatory","Purpose","Maintenance","Depart",1,452
"Individual Non-Mandatory","Purpose","Maintenance","Depart",2,384
"Individual Non-Mandatory","Purpose","Maintenance","Depart",3,305
"Individual Non-Mandatory","Purpose","Maintenance","Depart",4,638
"Individual Non-Mandatory","Purpose","Maintenance","Depart",5,1178
"Individual Non-Mandatory","Purpose","Maintenance","Depart",6,2188
"Individual Non-Mandatory","Purpose","Maintenance","Depart",7,3724
"Individual Non-Mandatory","Purpose","Maintenance","Depart",8,6108
"Individual Non-Mandatory","Purpose","Maintenance","Depart",9,9856
"Individual Non-Mandatory","Purpose","Maintenance","Depart",10,12335
"Individual Non-Mandatory","Purpose","Maintenance","Depart",11,28415
"Individual Non-Mandatory","Purpose","Maintenance","Depart",12,27687
"Individual Non-Mandatory","Purpose","Maintenance","Depart",13,32351
"Individual Non-Mandatory","Purpose","Maintenance","Depart",14,28150
"Individual Non-Mandatory","Purpose","Maintenance","Depart",15,34756
"Individual Non-Mandatory","Purpose","Maintenance","Depart",16,21255
"Individual Non-Mandatory","Purpose","Maintenance","Depart",17,23304
"Individual Non-Mandatory","Purpose","Maintenance","Depart",18,16714
"Individual Non-Mandatory","Purpose","Maintenance","Depart",19,19396
"Individual Non-Mandatory","Purpose","Maintenance","Depart",20,18600
"Individual Non-Mandatory","Purpose","Maintenance","Depart",21,25707
"Individual Non-Mandatory","Purpose","Maintenance","Depart",22,20941
"Individual Non-Mandatory","Purpose","Maintenance","Depart",23,15786
"Individual Non-Mandatory","Purpose","Maintenance","Depart",24,9173
"Individual Non-Mandatory","Purpose","Maintenance","Depart",25,9963
"Individual Non-Mandatory","Purpose","Maintenance","Depart",26,11051
"Individual Non-Mandatory","Purpose","Maintenance","Depart",27,7821
"Individual Non-Mandatory","Purpose","Maintenance","Depart",28,6799
"Individual Non-Mandatory","Purpose","Maintenance","Depart",29,5481
"Individual Non-Mandatory","Purpose","Maintenance","Depart",30,5528
"Individual Non-Mandatory","Purpose","Maintenance","Depart",31,3363
"Individual Non-Mandatory","Purpose","Maintenance","Depart",32,10260
"Individual Non-Mandatory","Purpose","Maintenance","Depart",33,7091
"Individual Non-Mandatory","Purpose","Maintenance","Depart",34,4787
"Individual Non-Mandatory","Purpose","Maintenance","Depart",35,3310
"Individual Non-Mandatory","Purpose","Maintenance","Depart",36,2082
"Individual Non-Mandatory","Purpose","Maintenance","Depart",37,1399
"Individual Non-Mandatory","Purpose","Maintenance","Depart",38,866
"Individual Non-Mandatory","Purpose","Maintenance","Depart",39,599
"Individual Non-Mandatory","Purpose","Maintenance","Depart",40,409
"Individual Non-Mandatory","Purpose","Maintenance","Depart",41,314
"Individual Non-Mandatory","Purpose","Maintenance","Depart",42,252
"Individual Non-Mandatory","Purpose","Maintenance","Depart",43,190
"Individual Non-Mandatory","Purpose","Maintenance","Depart",44,137
"Individual Non-Mandatory","Purpose","Maintenance","Depart",45,110
"Individual Non-Mandatory","Purpose","Maintenance","Depart",46,62
"Individual Non-Mandatory","Purpose","Maintenance","Depart",47,36
"Individual Non-Mandatory","Purpose","Maintenance","Depart",48,8
"Individual Non-Mandatory","Purpose","Shopping","Depart",1,195
"Individual Non-Mandatory","Purpose","Shopping","Depart",2,164
"Individual Non-Mandatory","Purpose","Shopping","Depart",3,159
"Individual Non-Mandatory","Purpose","Shopping","Depart",4,130
"Individual Non-Mandatory","Purpose","Shopping","Depart",5,137
"Individual Non-Mandatory","Purpose","Shopping","Depart",6,289
"Individual Non-Mandatory","Purpose","Shopping","Depart",7,700
"Individual Non-Mandatory","Purpose","Shopping","Depart",8,1367
"Individual Non-Mandatory","Purpose","Shopping","Depart",9,3239
"Individual Non-Mandatory","Purpose","Shopping","Depart",10,7561
"Individual Non-Mandatory","Purpose","Shopping","Depart",11,19825
"Individual Non-Mandatory","Purpose","Shopping","Depart",12,17904
"Individual Non-Mandatory","Purpose","Shopping","Depart",13,29692
"Individual Non-Mandatory","Purpose","Shopping","Depart",14,24930
"Individual Non-Mandatory","Purpose","Shopping","Depart",15,36196
"Individual Non-Mandatory","Purpose","Shopping","Depart",16,29579
"Individual Non-Mandatory","Purpose","Shopping","Depart",17,25137
"Individual Non-Mandatory","Purpose","Shopping","Depart",18,25218
"Individual Non-Mandatory","Purpose","Shopping","Depart",19,24380
"Individual Non-Mandatory","Purpose","Shopping","Depart",20,23538
"Individual Non-Mandatory","Purpose","Shopping","Depart",21,22763
"Individual Non-Mandatory","Purpose","Shopping","Depart",22,21893
"Individual Non-Mandatory","Purpose","Shopping","Depart",23,21790
"Individual Non-Mandatory","Purpose","Shopping","Depart",24,21711
"Individual Non-Mandatory","Purpose","Shopping","Depart",25,20902
"Individual Non-Mandatory","Purpose","Shopping","Depart",26,19340
"Individual Non-Mandatory","Purpose","Shopping","Depart",27,17610
"Individual Non-Mandatory","Purpose","Shopping","Depart",28,16798
"Individual Non-Mandatory","Purpose","Shopping","Depart",29,16494
"Individual Non-Mandatory","Purpose","Shopping","Depart",30,16026
"Individual Non-Mandatory","Purpose","Shopping","Depart",31,14959
"Individual Non-Mandatory","Purpose","Shopping","Depart",32,13371
"Individual Non-Mandatory","Purpose","Shopping","Depart",33,11186
"Individual Non-Mandatory","Purpose","Shopping","Depart",34,9035
"Individual Non-Mandatory","Purpose","Shopping","Depart",35,6854
"Individual Non-Mandatory","Purpose","Shopping","Depart",36,4595
"Individual Non-Mandatory","Purpose","Shopping","Depart",37,2544
"Individual Non-Mandatory","Purpose","Shopping","Depart",38,1594
"Individual Non-Mandatory","Purpose","Shopping","Depart",39,903
"Individual Non-Mandatory","Purpose","Shopping","Depart",40,481
"Individual Non-Mandatory","Purpose","Shopping","Depart",41,294
"Individual Non-Mandatory","Purpose","Shopping","Depart",42,245
"Individual Non-Mandatory","Purpose","Shopping","Depart",43,219
"Individual Non-Mandatory","Purpose","Shopping","Depart",44,153
"Individual Non-Mandatory","Purpose","Shopping","Depart",45,104
"Individual Non-Mandatory","Purpose","Shopping","Depart",46,40
"Individual Non-Mandatory","Purpose","Shopping","Depart",47,25
"Individual Non-Mandatory","Purpose","Shopping","Depart",48,4
"Individual Non-Mandatory","Purpose","Social","Depart",1,188
"Individual Non-Mandatory","Purpose","Social","Depart",2,248
"Individual Non-Mandatory","Purpose","Social","Depart",3,336
"Individual Non-Mandatory","Purpose","Social","Depart",4,494
"Individual Non-Mandatory","Purpose","Social","Depart",5,654
"Individual Non-Mandatory","Purpose","Social","Depart",6,855
"Individual Non-Mandatory","Purpose","Social","Depart",7,1170
"Individual Non-Mandatory","Purpose","Social","Depart",8,1470
"Individual Non-Mandatory","Purpose","Social","Depart",9,4822
"Individual Non-Mandatory","Purpose","Social","Depart",10,4758
"Individual Non-Mandatory","Purpose","Social","Depart",11,4306
"Individual Non-Mandatory","Purpose","Social","Depart",12,3814
"Individual Non-Mandatory","Purpose","Social","Depart",13,8479
"Individual Non-Mandatory","Purpose","Social","Depart",14,6211
"Individual Non-Mandatory","Purpose","Social","Depart",15,5555
"Individual Non-Mandatory","Purpose","Social","Depart",16,5238
"Individual Non-Mandatory","Purpose","Social","Depart",17,4812
"Individual Non-Mandatory","Purpose","Social","Depart",18,4796
"Individual Non-Mandatory","Purpose","Social","Depart",19,4251
"Individual Non-Mandatory","Purpose","Social","Depart",20,3909
"Individual Non-Mandatory","Purpose","Social","Depart",21,3737
"Individual Non-Mandatory","Purpose","Social","Depart",22,3819
"Individual Non-Mandatory","Purpose","Social","Depart",23,4240
"Individual Non-Mandatory","Purpose","Social","Depart",24,5001
"Individual Non-Mandatory","Purpose","Social","Depart",25,5603
"Individual Non-Mandatory","Purpose","Social","Depart",26,6424
"Individual Non-Mandatory","Purpose","Social","Depart",27,7184
"Individual Non-Mandatory","Purpose","Social","Depart",28,7772
"Individual Non-Mandatory","Purpose","Social","Depart",29,8414
"Individual Non-Mandatory","Purpose","Social","Depart",30,7630
"Individual Non-Mandatory","Purpose","Social","Depart",31,10939
"Individual Non-Mandatory","Purpose","Social","Depart",32,8984
"Individual Non-Mandatory","Purpose","Social","Depart",33,9159
"Individual Non-Mandatory","Purpose","Social","Depart",34,4203
"Individual Non-Mandatory","Purpose","Social","Depart",35,3309
"Individual Non-Mandatory","Purpose","Social","Depart",36,2638
"Individual Non-Mandatory","Purpose","Social","Depart",37,2181
"Individual Non-Mandatory","Purpose","Social","Depart",38,1441
"Individual Non-Mandatory","Purpose","Social","Depart",39,1012
"Individual Non-Mandatory","Purpose","Social","Depart",40,648
"Individual Non-Mandatory","Purpose","Social","Depart",41,392
"Individual Non-Mandatory","Purpose","Social","Depart",42,268
"Individual Non-Mandatory","Purpose","Social","Depart",43,163
"Individual Non-Mandatory","Purpose","Social","Depart",44,98
"Individual Non-Mandatory","Purpose","Social","Depart",45,57
"Individual Non-Mandatory","Purpose","Social","Depart",46,25
"Individual Non-Mandatory","Purpose","Social","Depart",47,11
"Individual Non-Mandatory","Purpose","Social","Depart",48,1
"Joint","Purpose","Discretionary","Depart",1,190
"Joint","Purpose","Discretionary","Depart",2,161
"Joint","Purpose","Discretionary","Depart",3,330
"Joint","Purpose","Discretionary","Depart",4,700
"Joint","Purpose","Discretionary","Depart",5,2763
"Joint","Purpose","Discretionary","Depart",6,2335
"Joint","Purpose","Discretionary","Depart",7,2279
"Joint","Purpose","Discretionary","Depart",8,2315
"Joint","Purpose","Discretionary","Depart",9,2550
"Joint","Purpose","Discretionary","Depart",10,2430
"Joint","Purpose","Discretionary","Depart",11,2458
"Joint","Purpose","Discretionary","Depart",12,2147
"Joint","Purpose","Discretionary","Depart",13,2490
"Joint","Purpose","Discretionary","Depart",14,1971
"Joint","Purpose","Discretionary","Depart",15,1356
"Joint","Purpose","Discretionary","Depart",16,748
"Joint","Purpose","Discretionary","Depart",17,689
"Joint","Purpose","Discretionary","Depart",18,514
"Joint","Purpose","Discretionary","Depart",19,456
"Joint","Purpose","Discretionary","Depart",20,397
"Joint","Purpose","Discretionary","Depart",21,491
"Joint","Purpose","Discretionary","Depart",22,578
"Joint","Purpose","Discretionary","Depart",23,669
"Joint","Purpose","Discretionary","Depart",24,1033
"Joint","Purpose","Discretionary","Depart",25,1379
"Joint","Purpose","Discretionary","Depart",26,1919
"Joint","Purpose","Discretionary","Depart",27,2729
"Joint","Purpose","Discretionary","Depart",28,3566
"Joint","Purpose","Discretionary","Depart",29,10495
"Joint","Purpose","Discretionary","Depart",30,12714
"Joint","Purpose","Discretionary","Depart",31,15696
"Joint","Purpose","Discretionary","Depart",32,16992
"Joint","Purpose","Discretionary","Depart",33,9478
"Joint","Purpose","Discretionary","Depart",34,5122
"Joint","Purpose","Discretionary","Depart",35,2613
"Joint","Purpose","Discretionary","Depart",36,1729
"Joint","Purpose","Discretionary","Depart",37,789
"Joint","Purpose","Discretionary","Depart",38,2265
"Joint","Purpose","Discretionary","Depart",39,909
"Joint","Purpose","Discretionary","Depart",40,468
"Joint","Purpose","Discretionary","Depart",41,261
"Joint","Purpose","Discretionary","Depart",42,168
"Joint","Purpose","Discretionary","Depart",43,80
"Joint","Purpose","Discretionary","Depart",44,36
"Joint","Purpose","Discretionary","Depart",45,18
"Joint","Purpose","Discretionary","Depart",46,3
"Joint","Purpose","EatOut","Depart",1,1
"Joint","Purpose","EatOut","Depart",4,1323
"Joint","Purpose","EatOut","Depart",5,980
"Joint","Purpose","EatOut","Depart",6,710
"Joint","Purpose","EatOut","Depart",7,465
"Joint","Purpose","EatOut","Depart",8,312
"Joint","Purpose","EatOut","Depart",9,257
"Joint","Purpose","EatOut","Depart",10,155
"Joint","Purpose","EatOut","Depart",11,141
"Joint","Purpose","EatOut","Depart",12,136
"Joint","Purpose","EatOut","Depart",13,126
"Joint","Purpose","EatOut","Depart",14,149
"Joint","Purpose","EatOut","Depart",15,195
"Joint","Purpose","EatOut","Depart",16,257
"Joint","Purpose","EatOut","Depart",17,1793
"Joint","Purpose","EatOut","Depart",18,2220
"Joint","Purpose","EatOut","Depart",19,2103
"Joint","Purpose","EatOut","Depart",20,1456
"Joint","Purpose","EatOut","Depart",21,774
"Joint","Purpose","EatOut","Depart",22,248
"Joint","Purpose","EatOut","Depart",23,304
"Joint","Purpose","EatOut","Depart",24,380
"Joint","Purpose","EatOut","Depart",25,560
"Joint","Purpose","EatOut","Depart",26,764
"Joint","Purpose","EatOut","Depart",27,1114
"Joint","Purpose","EatOut","Depart",28,1595
"Joint","Purpose","EatOut","Depart",29,2153
"Joint","Purpose","EatOut","Depart",30,4367
"Joint","Purpose","EatOut","Depart",31,6752
"Joint","Purpose","EatOut","Depart",32,6309
"Joint","Purpose","EatOut","Depart",33,7173
"Joint","Purpose","EatOut","Depart",34,4683
"Joint","Purpose","EatOut","Depart",35,3031
"Joint","Purpose","EatOut","Depart",36,2075
"Joint","Purpose","EatOut","Depart",37,1188
"Joint","Purpose","EatOut","Depart",38,641
"Joint","Purpose","EatOut","Depart",39,335
"Joint","Purpose","EatOut","Depart",40,146
"Joint","Purpose","EatOut","Depart",41,155
"Joint","Purpose","EatOut","Depart",42,100
"Joint","Purpose","EatOut","Depart",43,77
"Joint","Purpose","EatOut","Depart",44,66
"Joint","Purpose","EatOut","Depart",45,46
"Joint","Purpose","EatOut","Depart",46,32
"Joint","Purpose","EatOut","Depart",47,7
"Joint","Purpose","Maintenance","Depart",1,494
"Joint","Purpose","Maintenance","Depart",2,464
"Joint","Purpose","Maintenance","Depart",3,377
"Joint","Purpose","Maintenance","Depart",4,640
"Joint","Purpose","Maintenance","Depart",5,1122
"Joint","Purpose","Maintenance","Depart",6,1693
"Joint","Purpose","Maintenance","Depart",7,2221
"Joint","Purpose","Maintenance","Depart",8,2486
"Joint","Purpose","Maintenance","Depart",9,2533
"Joint","Purpose","Maintenance","Depart",10,1837
"Joint","Purpose","Maintenance","Depart",11,2964
"Joint","Purpose","Maintenance","Depart",12,2736
"Joint","Purpose","Maintenance","Depart",13,3128
"Joint","Purpose","Maintenance","Depart",14,2936
"Joint","Purpose","Maintenance","Depart",15,4251
"Joint","Purpose","Maintenance","Depart",16,2449
"Joint","Purpose","Maintenance","Depart",17,2459
"Joint","Purpose","Maintenance","Depart",18,1683
"Joint","Purpose","Maintenance","Depart",19,1809
"Joint","Purpose","Maintenance","Depart",20,1652
"Joint","Purpose","Maintenance","Depart",21,2240
"Joint","Purpose","Maintenance","Depart",22,1820
"Joint","Purpose","Maintenance","Depart",23,1455
"Joint","Purpose","Maintenance","Depart",24,1656
"Joint","Purpose","Maintenance","Depart",25,2360
"Joint","Purpose","Maintenance","Depart",26,3729
"Joint","Purpose","Maintenance","Depart",27,3790
"Joint","Purpose","Maintenance","Depart",28,3796
"Joint","Purpose","Maintenance","Depart",29,3270
"Joint","Purpose","Maintenance","Depart",30,3581
"Joint","Purpose","Maintenance","Depart",31,2246
"Joint","Purpose","Maintenance","Depart",32,7133
"Joint","Purpose","Maintenance","Depart",33,4967
"Joint","Purpose","Maintenance","Depart",34,3549
"Joint","Purpose","Maintenance","Depart",35,2382
"Joint","Purpose","Maintenance","Depart",36,1559
"Joint","Purpose","Maintenance","Depart",37,990
"Joint","Purpose","Maintenance","Depart",38,566
"Joint","Purpose","Maintenance","Depart",39,421
"Joint","Purpose","Maintenance","Depart",40,319
"Joint","Purpose","Maintenance","Depart",41,238
"Joint","Purpose","Maintenance","Depart",42,224
"Joint","Purpose","Maintenance","Depart",43,156
"Joint","Purpose","Maintenance","Depart",44,131
"Joint","Purpose","Maintenance","Depart",45,94
"Joint","Purpose","Maintenance","Depart",46,73
"Joint","Purpose","Maintenance","Depart",47,27
"Joint","Purpose","Maintenance","Depart",48,3
"Joint","Purpose","Shopping","Depart",1,203
"Joint","Purpose","Shopping","Depart",2,176
"Joint","Purpose","Shopping","Depart",3,150
"Joint","Purpose","Shopping","Depart",4,130
"Joint","Purpose","Shopping","Depart",5,109
"Joint","Purpose","Shopping","Depart",6,215
"Joint","Purpose","Shopping","Depart",7,374
"Joint","Purpose","Shopping","Depart",8,551
"Joint","Purpose","Shopping","Depart",9,782
"Joint","Purpose","Shopping","Depart",10,1189
"Joint","Purpose","Shopping","Depart",11,2484
"Joint","Purpose","Shopping","Depart",12,2078
"Joint","Purpose","Shopping","Depart",13,3897
"Joint","Purpose","Shopping","Depart",14,3671
"Joint","Purpose","Shopping","Depart",15,6251
"Joint","Purpose","Shopping","Depart",16,4835
"Joint","Purpose","Shopping","Depart",17,4034
"Joint","Purpose","Shopping","Depart",18,3840
"Joint","Purpose","Shopping","Depart",19,3685
"Joint","Purpose","Shopping","Depart",20,3485
"Joint","Purpose","Shopping","Depart",21,3260
"Joint","Purpose","Shopping","Depart",22,3179
"Joint","Purpose","Shopping","Depart",23,3237
"Joint","Purpose","Shopping","Depart",24,3633
"Joint","Purpose","Shopping","Depart",25,4007
"Joint","Purpose","Shopping","Depart",26,4410
"Joint","Purpose","Shopping","Depart",27,4835
"Joint","Purpose","Shopping","Depart",28,5593
"Joint","Purpose","Shopping","Depart",29,6157
"Joint","Purpose","Shopping","Depart",30,6797
"Joint","Purpose","Shopping","Depart",31,7331
"Joint","Purpose","Shopping","Depart",32,7339
"Joint","Purpose","Shopping","Depart",33,6740
"Joint","Purpose","Shopping","Depart",34,5997
"Joint","Purpose","Shopping","Depart",35,4605
"Joint","Purpose","Shopping","Depart",36,3159
"Joint","Purpose","Shopping","Depart",37,1990
"Joint","Purpose","Shopping","Depart",38,1367
"Joint","Purpose","Shopping","Depart",39,873
"Joint","Purpose","Shopping","Depart",40,516
"Joint","Purpose","Shopping","Depart",41,350
"Joint","Purpose","Shopping","Depart",42,378
"Joint","Purpose","Shopping","Depart",43,310
"Joint","Purpose","Shopping","Depart",44,275
"Joint","Purpose","Shopping","Depart",45,170
"Joint","Purpose","Shopping","Depart",46,69
"Joint","Purpose","Shopping","Depart",47,29
"Joint","Purpose","Shopping","Depart",48,5
"Joint","Purpose","Social","Depart",1,53
"Joint","Purpose","Social","Depart",2,78
"Joint","Purpose","Social","Depart",3,101
"Joint","Purpose","Social","Depart",4,108
"Joint","Purpose","Social","Depart",5,120
"Joint","Purpose","Social","Depart",6,155
"Joint","Purpose","Social","Depart",7,162
"Joint","Purpose","Social","Depart",8,179
"Joint","Purpose","Social","Depart",9,517
"Joint","Purpose","Social","Depart",10,478
"Joint","Purpose","Social","Depart",11,364
"Joint","Purpose","Social","Depart",12,347
"Joint","Purpose","Social","Depart",13,768
"Joint","Purpose","Social","Depart",14,547
"Joint","Purpose","Social","Depart",15,495
"Joint","Purpose","Social","Depart",16,464
"Joint","Purpose","Social","Depart",17,426
"Joint","Purpose","Social","Depart",18,419
"Joint","Purpose","Social","Depart",19,409
"Joint","Purpose","Social","Depart",20,388
"Joint","Purpose","Social","Depart",21,378
"Joint","Purpose","Social","Depart",22,378
"Joint","Purpose","Social","Depart",23,440
"Joint","Purpose","Social","Depart",24,535
"Joint","Purpose","Social","Depart",25,655
"Joint","Purpose","Social","Depart",26,810
"Joint","Purpose","Social","Depart",27,934
"Joint","Purpose","Social","Depart",28,1124
"Joint","Purpose","Social","Depart",29,1301
"Joint","Purpose","Social","Depart",30,1306
"Joint","Purpose","Social","Depart",31,2209
"Joint","Purpose","Social","Depart",32,1925
"Joint","Purpose","Social","Depart",33,2214
"Joint","Purpose","Social","Depart",34,1095
"Joint","Purpose","Social","Depart",35,900
"Joint","Purpose","Social","Depart",36,755
"Joint","Purpose","Social","Depart",37,609
"Joint","Purpose","Social","Depart",38,429
"Joint","Purpose","Social","Depart",39,291
"Joint","Purpose","Social","Depart",40,201
"Joint","Purpose","Social","Depart",41,150
"Joint","Purpose","Social","Depart",42,95
"Joint","Purpose","Social","Depart",43,59
"Joint","Purpose","Social","Depart",44,39
"Joint","Purpose","Social","Depart",45,19
"Joint","Purpose","Social","Depart",46,9
"Joint","Purpose","Social","Depart",47,2
"Joint","Purpose","Social","Depart",48,3
"At-Work","Purpose","EatOut","Depart",2,4
"At-Work","Purpose","EatOut","Depart",3,6
"At-Work","Purpose","EatOut","Depart",4,5
"At-Work","Purpose","EatOut","Depart",5,5
"At-Work","Purpose","EatOut","Depart",6,18
"At-Work","Purpose","EatOut","Depart",7,26
"At-Work","Purpose","EatOut","Depart",8,48
"At-Work","Purpose","EatOut","Depart",9,86
"At-Work","Purpose","EatOut","Depart",10,169
"At-Work","Purpose","EatOut","Depart",11,325
"At-Work","Purpose","EatOut","Depart",12,541
"At-Work","Purpose","EatOut","Depart",13,1074
"At-Work","Purpose","EatOut","Depart",14,2330
"At-Work","Purpose","EatOut","Depart",15,5478
"At-Work","Purpose","EatOut","Depart",16,12642
"At-Work","Purpose","EatOut","Depart",17,36472
"At-Work","Purpose","EatOut","Depart",18,97912
"At-Work","Purpose","EatOut","Depart",19,117804
"At-Work","Purpose","EatOut","Depart",20,69208
"At-Work","Purpose","EatOut","Depart",21,30142
"At-Work","Purpose","EatOut","Depart",22,23878
"At-Work","Purpose","EatOut","Depart",23,13814
"At-Work","Purpose","EatOut","Depart",24,8532
"At-Work","Purpose","EatOut","Depart",25,5044
"At-Work","Purpose","EatOut","Depart",26,3144
"At-Work","Purpose","EatOut","Depart",27,1906
"At-Work","Purpose","EatOut","Depart",28,1220
"At-Work","Purpose","EatOut","Depart",29,788
"At-Work","Purpose","EatOut","Depart",30,492
"At-Work","Purpose","EatOut","Depart",31,334
"At-Work","Purpose","EatOut","Depart",32,267
"At-Work","Purpose","EatOut","Depart",33,225
"At-Work","Purpose","EatOut","Depart",34,198
"At-Work","Purpose","EatOut","Depart",35,157
"At-Work","Purpose","EatOut","Depart",36,131
"At-Work","Purpose","EatOut","Depart",37,128
"At-Work","Purpose","EatOut","Depart",38,90
"At-Work","Purpose","EatOut","Depart",39,72
"At-Work","Purpose","EatOut","Depart",40,35
"At-Work","Purpose","EatOut","Depart",41,28
"At-Work","Purpose","EatOut","Depart",42,18
"At-Work","Purpose","EatOut","Depart",43,9
"At-Work","Purpose","EatOut","Depart",44,2
"At-Work","Purpose","EatOut","Depart",45,3
"At-Work","Purpose","EatOut","Depart",46,2
"At-Work","Purpose","EatOut","Depart",47,2
"At-Work","Purpose","Maintenance","Depart",1,1
"At-Work","Purpose","Maintenance","Depart",2,5
"At-Work","Purpose","Maintenance","Depart",3,5
"At-Work","Purpose","Maintenance","Depart",4,17
"At-Work","Purpose","Maintenance","Depart",5,18
"At-Work","Purpose","Maintenance","Depart",6,30
"At-Work","Purpose","Maintenance","Depart",7,23
"At-Work","Purpose","Maintenance","Depart",8,60
"At-Work","Purpose","Maintenance","Depart",9,106
"At-Work","Purpose","Maintenance","Depart",10,209
"At-Work","Purpose","Maintenance","Depart",11,320
"At-Work","Purpose","Maintenance","Depart",12,497
"At-Work","Purpose","Maintenance","Depart",13,841
"At-Work","Purpose","Maintenance","Depart",14,1548
"At-Work","Purpose","Maintenance","Depart",15,2811
"At-Work","Purpose","Maintenance","Depart",16,5092
"At-Work","Purpose","Maintenance","Depart",17,11627
"At-Work","Purpose","Maintenance","Depart",18,24343
"At-Work","Purpose","Maintenance","Depart",19,22362
"At-Work","Purpose","Maintenance","Depart",20,16477
"At-Work","Purpose","Maintenance","Depart",21,8625
"At-Work","Purpose","Maintenance","Depart",22,8110
"At-Work","Purpose","Maintenance","Depart",23,5487
"At-Work","Purpose","Maintenance","Depart",24,3856
"At-Work","Purpose","Maintenance","Depart",25,2654
"At-Work","Purpose","Maintenance","Depart",26,1783
"At-Work","Purpose","Maintenance","Depart",27,1297
"At-Work","Purpose","Maintenance","Depart",28,820
"At-Work","Purpose","Maintenance","Depart",29,483
"At-Work","Purpose","Maintenance","Depart",30,339
"At-Work","Purpose","Maintenance","Depart",31,231
"At-Work","Purpose","Maintenance","Depart",32,163
"At-Work","Purpose","Maintenance","Depart",33,142
"At-Work","Purpose","Maintenance","Depart",34,122
"At-Work","Purpose","Maintenance","Depart",35,120
"At-Work","Purpose","Maintenance","Depart",36,108
"At-Work","Purpose","Maintenance","Depart",37,100
"At-Work","Purpose","Maintenance","Depart",38,71
"At-Work","Purpose","Maintenance","Depart",39,66
"At-Work","Purpose","Maintenance","Depart",40,35
"At-Work","Purpose","Maintenance","Depart",41,34
"At-Work","Purpose","Maintenance","Depart",42,32
"At-Work","Purpose","Maintenance","Depart",43,13
"At-Work","Purpose","Maintenance","Depart",44,17
"At-Work","Purpose","Maintenance","Depart",45,5
"At-Work","Purpose","Maintenance","Depart",46,8
"At-Work","Purpose","Maintenance","Depart",47,5
"At-Work","Purpose","Maintenance","Depart",48,1
"At-Work","Purpose","WorkRelated","Depart",1,198
"At-Work","Purpose","WorkRelated","Depart",2,341
"At-Work","Purpose","WorkRelated","Depart",3,567
"At-Work","Purpose","WorkRelated","Depart",4,650
"At-Work","Purpose","WorkRelated","Depart",5,809
"At-Work","Purpose","WorkRelated","Depart",6,853
"At-Work","Purpose","WorkRelated","Depart",7,877
"At-Work","Purpose","WorkRelated","Depart",8,1546
"At-Work","Purpose","WorkRelated","Depart",9,2399
"At-Work","Purpose","WorkRelated","Depart",10,3369
"At-Work","Purpose","WorkRelated","Depart",11,4251
"At-Work","Purpose","WorkRelated","Depart",12,5322
"At-Work","Purpose","WorkRelated","Depart",13,6640
"At-Work","Purpose","WorkRelated","Depart",14,8026
"At-Work","Purpose","WorkRelated","Depart",15,9996
"At-Work","Purpose","WorkRelated","Depart",16,11966
"At-Work","Purpose","WorkRelated","Depart",17,18035
"At-Work","Purpose","WorkRelated","Depart",18,25790
"At-Work","Purpose","WorkRelated","Depart",19,15676
"At-Work","Purpose","WorkRelated","Depart",20,13223
"At-Work","Purpose","WorkRelated","Depart",21,8787
"At-Work","Purpose","WorkRelated","Depart",22,9805
"At-Work","Purpose","WorkRelated","Depart",23,8304
"At-Work","Purpose","WorkRelated","Depart",24,6803
"At-Work","Purpose","WorkRelated","Depart",25,5520
"At-Work","Purpose","WorkRelated","Depart",26,4309
"At-Work","Purpose","WorkRelated","Depart",27,3271
"At-Work","Purpose","WorkRelated","Depart",28,2317
"At-Work","Purpose","WorkRelated","Depart",29,1701
"At-Work","Purpose","WorkRelated","Depart",30,1296
"At-Work","Purpose","WorkRelated","Depart",31,954
"At-Work","Purpose","WorkRelated","Depart",32,736
"At-Work","Purpose","WorkRelated","Depart",33,596
"At-Work","Purpose","WorkRelated","Depart",34,530
"At-Work","Purpose","WorkRelated","Depart",35,466
"At-Work","Purpose","WorkRelated","Depart",36,414
