TAZ,FIPS,Emp,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92,Cons,Manu,TCU,Whol,Retail,FIRE,Serv,Govt
3032,247,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0
3033,247,15,0,0,0,2,0,5,0,0,0,0,0,0,0,2,0,4,0,0,2,0,2,0,0,5,0,0,8,0
3034,247,13,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,6,0,7,0
3035,247,43,0,0,0,4,0,0,0,0,0,0,0,8,0,4,0,25,0,0,2,0,4,0,0,0,0,0,39,0
3036,247,459,0,0,0,4,70,0,70,1,0,40,5,68,0,11,137,5,0,46,2,0,4,70,1,0,116,45,223,0
3037,247,74,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,69,0,0,0,0,0,0,69,0,5,0
3038,247,62,0,0,0,4,0,0,0,0,0,0,7,5,0,1,0,0,0,0,6,39,4,0,0,0,0,7,12,39
3039,247,194,0,0,0,6,0,0,19,0,0,0,3,2,0,20,0,118,0,26,0,0,6,0,0,0,45,3,140,0
3040,247,249,0,0,0,6,0,0,1,0,0,0,0,1,0,45,0,0,0,0,0,196,6,0,0,0,1,0,46,196
3041,247,3436,0,0,0,0,0,0,3,0,0,163,0,0,0,247,0,2965,0,36,22,0,0,0,0,0,39,163,3234,0
3042,247,487,0,0,0,23,0,7,38,7,0,16,0,17,1,33,0,240,0,80,25,0,23,0,7,7,118,16,316,0
3043,247,1253,0,0,0,52,22,97,219,0,0,171,10,17,0,30,333,12,0,263,27,0,52,22,0,97,482,181,419,0
3044,247,119,0,0,0,30,2,7,0,0,0,0,0,17,0,4,0,18,0,0,8,33,30,2,0,7,0,0,47,33
3045,247,351,0,0,0,21,14,0,0,0,0,0,3,0,0,14,228,0,0,53,5,13,21,14,0,0,53,3,247,13
3046,247,735,0,0,30,30,0,39,126,0,0,14,9,2,0,26,0,12,0,325,65,57,30,0,30,39,451,23,105,57
3047,247,661,0,0,0,6,0,9,83,52,0,0,9,37,0,22,0,68,0,4,32,339,6,0,52,9,87,9,159,339
3048,247,497,0,0,0,0,19,0,13,0,92,21,0,4,0,19,79,66,0,58,32,94,0,19,92,0,71,21,200,94
3049,247,894,0,0,0,17,1,7,121,0,27,30,4,35,0,35,480,1,0,94,5,37,17,1,27,7,215,34,556,37
3050,247,215,0,0,0,58,56,7,9,0,0,13,0,21,3,37,0,4,0,4,3,0,58,56,0,7,13,13,68,0
3051,247,343,0,0,0,44,179,0,40,0,0,0,0,0,0,16,0,5,0,46,13,0,44,179,0,0,86,0,34,0
3052,247,238,42,0,0,30,20,33,0,25,0,13,0,1,0,10,0,0,0,58,6,0,30,20,25,33,58,13,59,0
3053,247,2064,0,0,0,230,589,29,0,1071,0,0,48,1,0,96,0,0,0,0,0,0,230,589,1071,29,0,48,97,0
3054,247,525,0,0,0,16,0,410,13,25,0,6,0,35,0,17,0,0,0,0,3,0,16,0,25,410,13,6,55,0
3055,247,956,0,0,0,116,28,42,106,10,34,6,97,19,0,146,28,64,17,223,20,0,116,28,44,42,329,103,294,0
3056,247,658,0,0,0,4,25,0,345,0,0,84,58,110,3,11,5,10,0,0,3,0,4,25,0,0,345,142,142,0
3057,247,382,0,0,0,0,0,0,15,0,124,35,11,42,136,12,5,2,0,0,0,0,0,0,124,0,15,46,197,0
3058,247,263,0,0,0,0,0,0,37,0,0,39,27,0,0,8,0,0,7,138,7,0,0,0,0,0,175,66,22,0
3059,247,1831,0,0,0,260,151,206,67,128,282,45,0,131,125,111,93,143,7,20,32,30,260,151,410,206,87,45,642,30
3060,247,1215,0,0,18,105,118,10,215,87,0,52,10,45,0,52,0,131,7,281,44,40,105,118,105,10,496,62,279,40
3061,247,494,0,0,0,0,0,0,124,0,0,12,0,0,0,19,0,36,7,296,0,0,0,0,0,0,420,12,62,0
3062,247,657,0,0,0,2,0,8,117,0,0,14,54,106,136,21,0,4,95,92,8,0,2,0,0,8,209,68,370,0
3063,247,22,0,0,0,2,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,0
3064,247,101,0,0,0,2,0,0,0,0,0,1,0,24,0,5,42,0,0,17,10,0,2,0,0,0,17,1,81,0
3065,247,105,0,0,0,2,5,0,55,0,0,0,0,31,0,5,0,0,0,6,1,0,2,5,0,0,61,0,37,0
3066,247,524,0,0,0,4,0,0,171,0,2,30,22,8,3,29,0,0,120,57,78,0,4,0,2,0,228,52,238,0
3067,247,450,0,0,0,4,0,0,67,3,2,13,22,164,3,24,0,6,33,88,21,0,4,0,5,0,155,35,251,0
3068,247,2450,0,0,0,0,15,11,1532,0,102,0,56,38,10,146,0,10,1,505,24,0,0,15,102,11,2037,56,229,0
3069,247,833,0,8,0,0,566,118,41,0,1,0,13,26,0,36,3,0,0,0,21,0,0,566,1,118,41,13,94,0
3070,247,1604,0,0,0,53,1055,31,55,1,1,29,0,57,21,72,3,55,0,122,10,39,53,1055,2,31,177,29,218,39
3071,247,2174,0,0,20,16,793,335,38,0,1,145,35,8,0,85,3,6,0,81,84,524,16,793,21,335,119,180,186,524
3072,247,209,0,0,0,109,0,0,0,30,0,22,6,16,0,11,15,0,0,0,0,0,109,0,30,0,0,28,42,0
3073,247,501,0,0,23,78,28,77,144,1,3,26,16,71,1,28,0,0,0,0,5,0,78,28,27,77,144,42,105,0
3074,247,89,0,0,0,25,34,0,9,9,3,0,0,0,0,9,0,0,0,0,0,0,25,34,12,0,9,0,9,0
3075,247,267,0,0,0,0,115,0,0,0,3,0,0,0,0,11,0,0,0,138,0,0,0,115,3,0,138,0,11,0
3076,247,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
3077,247,805,0,0,0,209,21,125,98,6,3,0,0,2,0,35,286,17,0,0,3,0,209,21,9,125,98,0,343,0
3078,247,778,0,0,0,13,0,5,203,0,1,95,66,3,1,34,9,93,51,196,8,0,13,0,1,5,399,161,199,0
3079,247,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
3080,247,10,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,4,0,0,0,0,0,0,0,1,0,0,9,0
3081,247,420,0,0,0,0,0,5,114,0,0,4,5,1,0,15,129,77,0,70,0,0,0,0,0,5,184,9,222,0
3082,247,1302,0,0,0,34,9,2,6,0,223,98,2,434,0,74,130,204,0,69,9,8,34,9,223,2,75,100,851,8
3083,247,1184,0,0,0,13,0,8,567,6,0,62,9,29,1,49,65,193,9,141,32,0,13,0,6,8,708,71,378,0
3084,247,361,0,0,0,0,0,0,25,6,3,0,3,4,0,16,303,1,0,0,0,0,0,0,9,0,25,3,324,0
3085,247,93,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,72,0,0,0,0,0,0,0,93,0
3086,247,99,0,0,0,6,0,1,15,6,4,1,11,3,0,5,0,23,0,24,0,0,6,0,10,1,39,12,31,0
3087,247,106,0,0,0,4,0,0,0,6,0,0,0,0,0,5,91,0,0,0,0,0,4,0,6,0,0,0,96,0
3088,247,209,0,0,0,0,0,14,1,1,0,52,0,4,0,9,87,0,0,41,0,0,0,0,1,14,42,52,100,0
3089,247,290,0,0,0,8,0,8,19,0,1,6,6,6,68,7,0,6,69,75,3,8,8,0,1,8,94,12,159,8
3090,247,285,0,0,0,14,0,0,80,0,0,3,0,2,0,14,0,70,0,75,27,0,14,0,0,0,155,3,113,0
3091,247,148,0,0,0,0,0,0,15,0,0,0,0,21,0,5,0,93,0,0,14,0,0,0,0,0,15,0,133,0
3092,247,127,0,0,0,1,0,0,113,0,0,0,0,0,0,3,0,0,0,0,10,0,1,0,0,0,113,0,13,0
3093,247,35,0,0,0,1,0,0,15,0,12,0,6,0,0,1,0,0,0,0,0,0,1,0,12,0,15,6,1,0
3094,247,138,0,0,0,0,0,0,0,3,0,0,0,0,0,11,90,17,0,0,17,0,0,0,3,0,0,0,135,0
3095,247,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
3096,247,141,0,0,0,5,0,3,0,0,2,0,0,5,0,9,117,0,0,0,0,0,5,0,2,3,0,0,131,0
3097,247,123,0,0,0,0,0,0,0,0,0,0,0,0,0,9,114,0,0,0,0,0,0,0,0,0,0,0,123,0
3098,247,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
3099,247,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0
3100,247,12,0,0,0,0,0,2,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,2,0,1,9,0
3101,247,33,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,16,0,13,0,0,0,0,16,1,3,13
3102,247,7,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0
3103,247,5,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
3104,247,69,0,0,0,19,0,2,0,13,0,1,0,13,0,5,0,16,0,0,0,0,19,0,13,2,0,1,34,0
3105,247,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3106,247,49,0,0,0,37,0,0,1,0,0,1,0,3,0,3,0,0,4,0,0,0,37,0,0,0,1,1,10,0
3107,247,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3108,247,240,0,0,0,5,0,0,0,0,0,0,0,0,0,14,221,0,0,0,0,0,5,0,0,0,0,0,235,0
3109,247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3110,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,247,13,0,0,0,6,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,5,1,1,0
3112,247,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
3113,247,260,6,0,0,0,0,0,45,0,0,1,0,13,50,11,0,0,0,134,0,0,0,0,0,0,179,1,80,0
3114,247,108,0,0,0,25,0,0,13,23,0,1,0,8,0,2,0,0,0,0,14,22,25,0,23,0,13,1,24,22
3115,247,9,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,4,0,0,0,0,1,4,0
3116,247,17,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,12,0,0,0,0,0,0,0,0,1,16,0
3117,247,93,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,78,2,0,8,0,0,0,78,0,7,0
3118,247,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
3119,247,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
3120,247,206,0,0,0,0,0,2,19,0,4,39,0,13,68,2,1,0,48,0,10,0,0,0,4,2,19,39,142,0
3121,247,81,0,0,0,24,0,2,0,0,3,4,0,0,0,2,0,46,0,0,0,0,24,0,3,2,0,4,48,0
3122,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3123,247,42,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,42,0
3124,247,14,0,0,0,0,0,0,0,0,0,3,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,3,11,0
3125,247,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,1,0,6,0
3126,247,188,0,0,0,1,0,0,0,0,0,0,0,0,0,8,174,5,0,0,0,0,1,0,0,0,0,0,187,0
3127,247,63,0,0,0,1,0,0,15,0,0,14,0,0,0,2,0,0,0,31,0,0,1,0,0,0,46,14,2,0
3128,247,22,0,0,0,6,0,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,6,0,14,0,0,0,2,0
3129,247,21,0,0,0,13,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,13,2,0,0,0,3,3,0
3130,247,45,0,0,0,25,0,0,0,1,0,3,0,5,0,8,3,0,0,0,0,0,25,0,1,0,0,3,16,0
3131,247,214,0,0,0,0,0,0,0,0,30,1,0,2,47,8,100,1,0,24,1,0,0,0,30,0,24,1,159,0
3132,247,140,0,0,0,2,0,0,12,0,0,0,3,0,0,3,0,1,0,0,0,119,2,0,0,0,12,3,4,119
3133,247,37,0,0,0,13,1,0,1,0,0,3,0,16,0,0,3,0,0,0,0,0,13,1,0,0,1,3,19,0
3134,247,100,0,0,0,63,0,0,0,0,0,13,3,21,0,0,0,0,0,0,0,0,63,0,0,0,0,16,21,0
3135,247,77,0,0,0,19,0,0,15,0,2,0,1,0,0,4,0,17,0,9,10,0,19,0,2,0,24,1,31,0
3136,247,136,0,0,0,45,2,19,0,26,0,0,1,0,0,7,0,0,0,26,10,0,45,2,26,19,26,1,17,0
3137,247,389,0,0,0,119,41,51,84,14,0,0,0,21,0,17,0,0,0,0,42,0,119,41,14,51,84,0,80,0
3138,247,96,0,0,0,10,19,26,0,0,0,23,0,0,0,7,0,0,0,3,0,8,10,19,0,26,3,23,7,8
3139,247,840,36,0,0,181,138,26,71,65,0,0,14,0,0,56,0,0,0,4,37,212,181,138,65,26,75,14,129,212
3140,247,32,0,0,0,25,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,25,0,6,0,0,0,1,0
3141,247,62,0,0,7,30,0,0,0,1,0,5,2,10,0,5,0,2,0,0,0,0,30,0,8,0,0,7,17,0
3142,151,412,0,0,0,1,12,8,41,0,0,1,0,13,1,10,0,305,0,20,0,0,1,12,0,8,61,1,329,0
3143,151,782,0,0,0,1,0,0,622,0,0,0,0,23,1,49,0,6,0,60,20,0,1,0,0,0,682,0,99,0
3144,151,72,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,65,0,0,1,0,0,0,65,0,6,0
3145,151,577,0,0,0,1,0,0,3,0,0,32,111,0,1,56,0,106,0,36,231,0,1,0,0,0,39,143,394,0
3146,151,260,0,0,0,1,0,0,0,0,0,178,0,0,1,18,0,11,3,48,0,0,1,0,0,0,48,178,33,0
3147,151,181,0,0,0,10,1,0,13,0,0,0,2,0,0,12,112,4,2,20,5,0,10,1,0,0,33,2,135,0
3148,151,870,0,0,0,1,23,0,376,0,0,26,133,12,0,76,0,1,0,200,22,0,1,23,0,0,576,159,111,0
3149,151,204,0,0,0,6,1,1,76,0,42,37,0,5,0,11,0,0,0,4,19,2,6,1,42,1,80,37,35,2
3150,151,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3151,151,17,0,0,0,4,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,1,0,0,12,0
3152,151,16,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,0,0,0,0,0,0,0,16,0
3153,151,266,0,0,0,2,0,0,6,1,0,0,0,12,0,33,94,40,0,78,0,0,2,0,1,0,84,0,179,0
3154,151,740,0,0,0,114,23,110,12,7,0,0,11,108,13,85,0,37,1,207,12,0,114,23,7,110,219,11,256,0
3155,151,2575,0,0,0,13,48,0,148,39,123,522,28,195,98,228,2,476,314,224,117,0,13,48,162,0,372,550,1430,0
3156,151,524,0,0,0,16,0,0,0,0,0,36,28,0,9,57,2,107,0,236,7,26,16,0,0,0,236,64,182,26
3157,151,4912,0,21,1,31,46,10,65,0,4,74,65,42,1,268,5,3923,2,257,82,15,31,46,5,10,322,139,4344,15
3158,151,295,0,0,0,0,48,15,0,39,0,0,0,0,0,20,0,0,0,0,173,0,0,48,39,15,0,0,193,0
3159,151,849,0,30,1,97,160,16,46,173,0,17,22,44,1,130,1,66,0,0,45,0,97,160,174,16,46,39,317,0
3160,151,630,0,0,0,52,0,0,133,0,0,7,25,0,9,57,222,24,0,70,5,26,52,0,0,0,203,32,317,26
3161,151,342,0,0,0,71,20,2,114,14,0,1,18,10,9,36,0,0,0,0,21,26,71,20,14,2,114,19,76,26
3162,151,68,0,0,0,0,0,0,25,0,0,1,0,3,9,3,0,0,0,0,1,26,0,0,0,0,25,1,16,26
3163,151,686,0,0,0,0,0,0,86,122,10,53,3,31,1,61,0,18,20,236,45,0,0,0,132,0,322,56,176,0
3164,151,359,0,0,0,14,6,0,227,4,0,12,0,10,9,34,0,0,0,4,13,26,14,6,4,0,231,12,66,26
3165,151,185,0,0,0,12,0,0,38,3,0,1,50,7,1,17,0,10,0,46,0,0,12,0,3,0,84,51,35,0
3166,151,302,0,0,0,9,0,1,25,0,0,44,33,18,8,17,14,10,0,4,36,83,9,0,0,1,29,77,103,83
3167,151,1057,0,0,0,34,4,14,362,7,17,194,22,88,3,80,0,19,0,80,49,84,34,4,24,14,442,216,239,84
3168,151,744,0,0,0,87,0,14,33,33,4,121,0,5,1,82,0,12,14,232,106,0,87,0,37,14,265,121,220,0
3169,151,230,0,0,0,0,0,1,89,52,0,0,14,5,1,50,0,4,14,0,0,0,0,0,52,1,89,14,74,0
3170,151,37,0,0,0,13,0,0,0,0,0,0,0,5,1,4,0,0,14,0,0,0,13,0,0,0,0,0,24,0
3171,151,553,0,0,0,0,0,0,164,0,1,1,0,6,3,96,74,2,1,102,103,0,0,0,1,0,266,1,285,0
3172,151,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0
3173,151,29,0,0,0,9,0,0,3,0,1,1,0,6,3,5,0,0,1,0,0,0,9,0,1,0,3,1,15,0
3174,151,374,0,0,0,14,0,0,0,1,1,1,0,0,3,118,235,0,1,0,0,0,14,0,2,0,0,1,357,0
3175,151,69,0,0,0,1,0,0,34,0,0,0,0,1,0,7,0,24,0,0,2,0,1,0,0,0,34,0,34,0
3176,151,43,0,0,0,4,0,2,34,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,2,34,0,3,0
3177,151,131,0,0,0,1,0,0,3,0,0,0,0,0,0,7,94,11,0,0,15,0,1,0,0,0,3,0,127,0
3178,151,493,0,0,0,1,0,0,350,0,0,0,0,16,0,25,0,10,0,86,5,0,1,0,0,0,436,0,56,0
3179,151,35,0,0,0,1,0,0,9,6,0,0,0,0,0,3,0,16,0,0,0,0,1,0,6,0,9,0,19,0
3180,151,30,0,0,0,1,0,0,18,0,0,0,0,2,0,2,0,1,0,0,6,0,1,0,0,0,18,0,11,0
3181,151,514,0,0,0,0,0,0,261,0,0,14,0,0,0,33,2,31,0,154,19,0,0,0,0,0,415,14,85,0
3182,151,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,1,0
3183,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3184,151,32,0,0,0,18,0,0,3,0,0,0,9,0,0,2,0,0,0,0,0,0,18,0,0,0,3,9,2,0
3185,151,88,0,0,0,0,0,0,30,1,0,0,0,0,0,7,0,5,0,16,29,0,0,0,1,0,46,0,41,0
3186,151,95,0,0,0,2,1,0,10,1,0,1,0,22,0,7,0,5,0,31,15,0,2,1,1,0,41,1,49,0
3187,151,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
3188,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3189,151,34,0,0,0,0,0,0,16,0,0,1,0,0,0,4,0,6,0,0,7,0,0,0,0,0,16,1,17,0
3190,151,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
3191,151,17,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,10,7,0
3192,151,206,0,0,0,0,0,0,1,0,0,0,0,0,0,18,161,0,0,0,0,26,0,0,0,0,1,0,179,26
3193,151,141,0,0,0,6,0,0,0,0,0,0,0,0,0,4,2,0,0,129,0,0,6,0,0,0,129,0,6,0
3194,151,59,0,0,0,10,0,0,0,33,0,0,0,3,0,11,0,0,0,0,2,0,10,0,33,0,0,0,16,0
3195,151,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3196,151,15,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,1,0,0,0,0,0,0,6,4,0,0,5,0
3197,151,64,0,0,0,48,0,0,1,0,0,0,0,0,0,3,0,12,0,0,0,0,48,0,0,0,1,0,15,0
3198,151,8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,1,0,2,5
3199,151,47,0,0,0,32,0,0,0,0,0,1,0,4,0,9,0,0,0,0,1,0,32,0,0,0,0,1,14,0
3200,151,6,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0
3201,151,6,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0
3202,151,63,0,0,0,17,0,8,3,0,0,0,0,1,0,4,0,30,0,0,0,0,17,0,0,8,3,0,35,0
3203,151,7,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0
3204,151,191,0,0,0,35,0,0,86,0,0,1,0,0,0,11,8,0,0,50,0,0,35,0,0,0,136,1,19,0
3205,151,12,0,0,0,0,0,0,1,7,0,1,0,0,0,1,0,2,0,0,0,0,0,0,7,0,1,1,3,0
3206,151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3207,151,15,0,0,0,5,1,0,0,0,0,1,0,0,0,3,0,5,0,0,0,0,5,1,0,0,0,1,8,0
3208,151,48,0,0,0,8,0,2,0,0,0,1,0,36,0,1,0,0,0,0,0,0,8,0,0,2,0,1,37,0
3209,151,386,0,0,0,19,30,0,0,0,0,1,126,0,0,44,166,0,0,0,0,0,19,30,0,0,0,127,210,0
3210,151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3211,151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3212,151,216,0,0,0,10,2,0,24,4,0,8,7,31,69,11,0,16,0,4,1,29,10,2,4,0,28,15,128,29
3213,151,135,0,0,0,0,0,0,18,0,0,0,0,0,0,9,0,84,0,0,24,0,0,0,0,0,18,0,117,0
3214,151,563,0,0,0,0,0,0,13,28,0,0,0,3,0,127,365,22,0,0,5,0,0,0,28,0,13,0,522,0
3215,151,98,0,0,0,4,16,13,6,0,2,13,2,4,0,15,0,6,0,0,17,0,4,16,2,13,6,15,42,0
3216,151,14,0,0,0,6,0,0,0,4,0,0,0,2,0,2,0,0,0,0,0,0,6,0,4,0,0,0,4,0
3217,151,887,0,0,0,6,0,0,271,0,1,1,46,31,5,127,0,22,28,290,54,5,6,0,1,0,561,47,267,5
3218,151,7,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0
3219,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,151,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
3221,151,7,0,0,0,2,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,1,0,0,4,0
3222,151,45,0,0,0,37,0,0,0,0,0,0,0,4,0,3,0,0,0,1,0,0,37,0,0,0,1,0,7,0
3223,151,7,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,4,0,0,0,0,0,3,0
3224,151,35,0,0,0,18,0,0,0,4,0,1,1,2,0,3,0,0,0,0,6,0,18,0,4,0,0,2,11,0
3225,151,25,0,0,0,0,1,7,1,4,0,1,1,6,0,3,0,1,0,0,0,0,0,1,4,7,1,2,10,0
3226,151,156,0,0,0,0,2,0,0,0,0,3,1,7,0,142,0,0,1,0,0,0,0,2,0,0,0,4,150,0
3227,151,29,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,7,0,0,5,0,17,0
3228,151,184,0,0,0,0,0,0,5,0,0,0,0,0,0,28,103,17,0,31,0,0,0,0,0,0,36,0,148,0
3229,151,49,0,0,0,0,0,0,5,0,0,22,0,0,0,3,0,17,0,0,2,0,0,0,0,0,5,22,22,0
3230,151,438,0,0,0,1,0,1,16,3,0,0,5,0,0,53,342,11,0,0,6,0,1,0,3,1,16,5,412,0
3231,151,6,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,2,2,0
3232,151,17,0,0,0,1,0,1,6,0,0,0,0,4,0,3,0,2,0,0,0,0,1,0,0,1,6,0,9,0
3233,151,82,0,0,0,27,0,0,0,0,0,3,1,15,0,26,0,0,1,0,9,0,27,0,0,0,0,4,51,0
3234,151,111,0,0,0,2,59,0,3,0,0,0,0,10,0,37,0,0,0,0,0,0,2,59,0,0,3,0,47,0
3235,151,11,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0
3236,151,220,0,0,0,18,0,13,3,0,0,18,30,15,0,32,0,0,81,0,10,0,18,0,0,13,3,48,138,0
3237,151,109,0,0,0,62,0,0,3,0,0,0,0,0,0,44,0,0,0,0,0,0,62,0,0,0,3,0,44,0
3238,151,35,0,0,0,24,0,0,0,0,0,4,1,2,0,4,0,0,0,0,0,0,24,0,0,0,0,5,6,0
3239,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3241,151,5,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0
3242,151,155,0,0,0,0,0,0,0,0,0,0,0,0,0,11,144,0,0,0,0,0,0,0,0,0,0,0,155,0
3243,151,369,0,0,0,0,0,0,0,0,0,0,1,0,0,26,342,0,0,0,0,0,0,0,0,0,0,1,368,0
3244,151,13,0,0,0,0,0,3,1,3,0,0,3,0,0,2,0,0,0,0,1,0,0,0,3,3,1,3,3,0
3245,151,135,0,0,0,8,0,4,5,1,0,1,0,10,54,5,0,0,42,0,0,5,8,0,1,4,5,1,111,5
3246,151,153,1,0,0,5,0,1,3,7,0,0,0,10,0,7,0,0,0,119,0,0,5,0,7,1,122,0,18,0
3247,151,50,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,40,0,0,0,0,0,0,0,0,3,0,47,0
3248,151,43,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,38,0,0,0,0,0,0,38,5,0,0
3249,151,97,35,0,0,0,0,0,0,1,0,5,0,0,0,12,0,0,0,38,6,0,0,0,1,0,38,5,53,0
3250,151,102,0,0,0,24,0,3,5,1,0,1,3,34,0,9,0,2,0,20,0,0,24,0,1,3,25,4,45,0
3251,151,88,0,0,0,35,0,3,1,0,0,18,0,18,0,10,0,0,0,0,3,0,35,0,0,3,1,18,31,0
