TAZ,FIPS,Emp,N11,N21,N22,N23,N313233,N42,N4445,N4849,N51,N52,N53,N54,N55,N56,N61,N62,N71,N72,N81,N92,Cons,Manu,TCU,Whol,Retail,FIRE,Serv,Govt
1161,121,44,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,10,0,31,0,0,0,0,0,0,31,0,13,0
1162,121,2318,0,0,0,0,48,0,1248,1,17,16,25,74,12,181,1,16,12,665,2,0,0,48,18,0,1913,41,298,0
1163,121,1557,0,0,0,26,18,103,123,521,13,9,25,8,12,279,1,48,0,326,5,40,26,18,534,103,449,34,353,40
1164,121,41,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,1,0,11,19,0,0,0,6,0,11,0,24,0
1165,121,1012,0,0,0,6,0,765,15,6,6,3,1,2,0,132,0,10,1,48,17,0,6,0,12,765,63,4,162,0
1166,121,105,0,0,0,55,0,2,0,13,6,3,1,2,0,11,0,1,1,0,10,0,55,0,19,2,0,4,25,0
1167,121,31,0,0,0,0,0,4,0,0,0,0,4,20,0,3,0,0,0,0,0,0,0,0,0,4,0,4,23,0
1168,121,43,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4,0,0,0,0,35,0,0,0,0,0,3,5,35
1169,121,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
1170,121,350,0,0,0,39,0,0,0,0,0,0,0,0,1,19,261,22,1,0,7,0,39,0,0,0,0,0,311,0
1171,121,2739,0,32,0,39,316,1,120,356,0,1445,9,2,1,406,0,0,1,4,7,0,39,316,356,1,124,1454,449,0
1172,121,2023,0,0,0,0,0,335,1,14,0,0,0,0,174,138,0,55,30,1219,15,42,0,0,14,335,1220,0,412,42
1173,121,196,0,0,0,1,68,7,80,3,0,1,0,0,1,12,0,0,0,21,0,2,1,68,3,7,101,1,13,2
1174,121,779,0,0,0,1,5,2,52,3,0,29,82,16,1,62,289,68,0,146,21,2,1,5,3,2,198,111,457,2
1175,121,908,0,0,0,0,0,5,41,0,1,37,10,275,0,50,5,88,1,345,19,31,0,0,1,5,386,47,438,31
1176,121,210,0,0,0,0,7,0,18,0,0,0,2,1,0,28,0,13,0,141,0,0,0,7,0,0,159,2,42,0
1177,121,563,0,0,0,0,0,0,204,0,4,0,2,18,0,52,225,5,0,41,12,0,0,0,4,0,245,2,312,0
1178,121,892,0,0,2,75,0,0,493,3,0,0,0,2,0,50,118,37,0,80,32,0,75,0,5,0,573,0,239,0
1179,121,121,0,0,0,0,0,0,10,0,0,14,0,14,0,18,17,22,0,26,0,0,0,0,0,0,36,14,71,0
1180,121,227,0,10,0,0,0,0,145,0,0,12,0,1,1,12,0,2,12,31,1,0,0,0,0,0,176,12,39,0
1181,121,82,0,8,0,0,0,0,30,0,3,0,2,2,3,0,0,0,2,0,32,0,0,0,3,0,30,2,47,0
1182,121,54,0,6,0,0,0,0,0,0,3,0,0,2,3,4,0,0,2,0,32,2,0,0,3,0,0,0,49,2
1183,121,209,0,0,0,0,0,0,6,0,0,0,0,0,0,12,120,29,0,29,0,13,0,0,0,0,35,0,161,13
1184,121,190,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,31,1,0,0,8,0,0,0,0,0,0,182,8
1185,121,896,0,0,0,0,0,0,764,0,0,0,21,1,0,47,0,16,0,17,30,0,0,0,0,0,781,21,94,0
1186,121,350,0,0,0,0,0,0,83,0,0,0,0,0,0,9,0,258,0,0,0,0,0,0,0,0,83,0,267,0
1187,121,896,0,0,0,19,0,22,133,106,0,0,0,0,0,32,132,450,0,0,2,0,19,0,106,22,133,0,616,0
1188,121,1097,0,0,75,0,430,181,124,145,0,0,19,26,0,61,0,0,0,26,10,0,0,430,220,181,150,19,97,0
1189,121,82,0,0,0,0,1,0,0,74,0,0,0,1,1,5,0,0,0,0,0,0,0,1,74,0,0,0,7,0
1190,121,1318,0,0,0,0,1,913,234,80,0,0,12,1,1,76,0,0,0,0,0,0,0,1,80,913,234,12,78,0
1191,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,121,48,0,0,0,0,0,0,6,0,0,0,0,24,0,3,0,2,0,13,0,0,0,0,0,0,19,0,29,0
1193,121,191,0,0,0,0,0,32,6,0,0,0,0,0,0,15,0,0,0,138,0,0,0,0,0,32,144,0,15,0
1194,121,186,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,175,0,0,0,0,0,0,175,0,11,0
1195,121,339,0,0,0,8,0,86,24,7,0,0,0,0,0,21,0,0,0,174,19,0,8,0,7,86,198,0,40,0
1196,121,105,0,0,0,30,7,0,0,61,0,0,0,0,0,7,0,0,0,0,0,0,30,7,61,0,0,0,7,0
1197,121,1670,0,0,27,8,184,5,485,0,0,32,33,43,94,78,0,35,27,564,19,36,8,184,27,5,1049,65,296,36
1198,121,131,0,0,0,0,0,0,0,0,2,0,2,2,0,8,0,35,27,43,12,0,0,0,2,0,43,2,84,0
1199,121,963,1,0,0,121,520,5,13,23,0,22,4,6,0,106,90,10,1,0,41,0,121,520,23,5,13,26,255,0
1200,121,1542,10,0,0,6,160,474,1,207,3,4,0,0,38,129,0,75,6,0,106,323,6,160,210,474,1,4,364,323
1201,121,609,0,0,0,0,0,264,6,158,3,0,10,0,0,75,93,0,0,0,0,0,0,0,161,264,6,10,168,0
1202,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,121,368,0,0,0,5,0,2,52,3,0,0,4,5,0,22,153,49,0,17,1,55,5,0,3,2,69,4,230,55
1205,121,272,0,0,0,0,0,0,0,0,0,0,0,0,0,15,257,0,0,0,0,0,0,0,0,0,0,0,272,0
1206,121,651,4,0,0,2,82,31,28,94,0,0,0,24,0,30,0,18,0,20,5,313,2,82,94,31,48,0,81,313
1207,121,2035,0,0,0,39,171,31,719,0,0,42,24,0,0,141,533,2,0,294,39,0,39,171,0,31,1013,66,715,0
1208,121,63,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,53,0,0,1,0,0,0,0,0,1,0,62,0
1209,121,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0,4,0,3,0
1210,121,273,0,0,0,18,0,5,9,0,0,7,0,2,0,17,197,2,1,0,0,15,18,0,0,5,9,7,219,15
1211,121,656,0,0,0,180,205,81,24,17,4,0,0,14,0,76,0,16,0,0,39,0,180,205,21,81,24,0,145,0
1212,121,864,0,0,0,239,363,8,19,90,0,6,1,6,0,117,0,0,1,0,14,0,239,363,90,8,19,7,138,0
1213,121,609,0,0,0,0,336,66,0,146,0,6,1,0,0,53,0,0,1,0,0,0,0,336,146,66,0,7,54,0
1214,121,199,0,0,0,101,16,0,6,0,39,0,0,0,1,20,0,0,0,16,0,0,101,16,39,0,22,0,21,0
1215,121,612,0,0,0,0,0,0,0,0,0,0,0,6,1,36,534,0,35,0,0,0,0,0,0,0,0,0,612,0
1216,121,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1217,121,451,0,0,0,4,0,2,15,43,0,34,0,2,1,25,0,4,7,16,39,259,4,0,43,2,31,34,78,259
1218,121,348,0,0,0,8,0,66,123,20,0,5,1,13,0,21,0,35,0,43,13,0,8,0,20,66,166,6,82,0
1219,121,116,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,112,0,0,0,0,0,0,0,0,0,0,116,0
1220,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
1221,121,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1222,121,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1223,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
1224,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
1225,121,6,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0
1226,121,13,0,6,0,0,0,1,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,1,9,0
1227,121,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,4,0,2,0
1228,121,27,0,0,0,18,0,0,0,0,0,4,1,3,0,0,0,1,0,0,0,0,18,0,0,0,0,5,4,0
1229,121,81,0,0,0,68,0,0,5,0,0,0,0,0,0,7,0,1,0,0,0,0,68,0,0,0,5,0,8,0
1230,121,369,0,0,0,34,0,89,0,12,0,0,14,0,0,21,129,70,0,0,0,0,34,0,12,89,0,14,220,0
1231,121,18,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,10,0,4,1,0,0,0,0,0,5,0,13,0
1232,121,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0,29,0
1233,121,90,0,0,0,0,0,0,19,0,0,0,0,3,0,7,17,12,0,0,1,31,0,0,0,0,19,0,40,31
1234,121,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1235,121,570,0,0,0,0,0,0,13,1,0,0,0,0,0,48,445,24,31,0,8,0,0,0,1,0,13,0,556,0
1236,121,38,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35,1,0,0,0,0,0,0,0,0,0,38,0
1237,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,121,15,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,9,0,6,0
1239,121,248,0,0,0,0,0,0,0,0,0,0,0,0,0,12,236,0,0,0,0,0,0,0,0,0,0,0,248,0
1240,121,481,0,0,0,2,11,260,6,39,0,1,0,2,0,28,0,2,0,86,44,0,2,11,39,260,92,1,76,0
1241,121,1245,0,0,0,1,241,456,56,210,0,8,21,0,65,100,0,0,0,53,34,0,1,241,210,456,109,29,199,0
1242,121,2362,0,0,0,8,873,390,24,498,98,19,0,13,0,242,0,0,1,77,52,67,8,873,596,390,101,19,308,67
1243,121,54,0,0,0,0,0,3,0,4,0,0,0,2,0,3,5,2,1,19,5,10,0,0,4,3,19,0,18,10
1244,121,2084,0,0,0,18,774,842,197,12,0,1,51,0,47,119,0,10,0,4,1,8,18,774,12,842,201,52,177,8
1245,121,7230,0,0,0,74,1526,2456,292,2237,4,0,12,10,0,384,0,0,0,0,233,2,74,1526,2241,2456,292,12,627,2
1246,121,1203,0,0,0,0,0,0,309,0,0,0,0,576,0,0,0,0,0,318,0,0,0,0,0,0,627,0,576,0
1247,121,45,0,0,0,0,12,0,1,0,0,0,0,24,0,4,0,2,0,1,1,0,0,12,0,0,2,0,31,0
1248,121,116,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,111,0,0,0,0,0,0,0,0,0,0,116,0
1249,121,27,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,1,0,0,0,15,0,0,9,0,0,0,3,15
1250,121,200,0,0,0,2,0,0,124,0,0,14,0,6,0,11,2,5,0,36,0,0,2,0,0,0,160,14,24,0
1251,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,121,151,0,0,0,0,0,0,0,0,0,0,0,0,0,9,142,0,0,0,0,0,0,0,0,0,0,0,151,0
1253,121,163,0,0,0,0,0,5,0,0,0,0,0,0,0,10,148,0,0,0,0,0,0,0,0,5,0,0,158,0
1254,121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1255,121,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0
1256,121,97,0,0,0,5,0,0,0,0,0,0,0,0,0,5,72,0,0,0,2,13,5,0,0,0,0,0,79,13
1257,121,42,0,15,1,2,0,0,3,4,3,3,3,3,0,1,0,0,0,1,3,0,2,0,8,0,4,6,22,0
1258,121,14,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0
1259,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,121,65,0,0,0,0,0,0,0,0,0,0,0,0,0,11,54,0,0,0,0,0,0,0,0,0,0,0,65,0
1261,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,121,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
1263,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,121,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
1265,121,11,0,0,0,1,1,3,0,0,0,0,2,0,0,1,0,0,0,0,1,2,1,1,0,3,0,2,2,2
1266,121,210,0,0,0,0,1,0,40,26,0,15,2,0,0,11,0,0,0,115,0,0,0,1,26,0,155,17,11,0
1267,121,143,14,0,0,5,12,4,0,55,0,0,3,0,0,7,0,0,0,31,12,0,5,12,55,4,31,3,33,0
1268,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,121,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1271,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,121,101,0,0,0,0,67,0,12,0,0,8,0,2,0,5,0,1,0,6,0,0,0,67,0,0,18,8,8,0
1274,121,266,0,0,0,4,19,0,70,0,0,5,0,1,0,12,0,24,0,0,17,114,4,19,0,0,70,5,54,114
1275,121,225,0,0,0,1,0,0,28,0,0,0,0,0,0,11,98,87,0,0,0,0,1,0,0,0,28,0,196,0
1276,121,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
1277,121,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1278,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,121,14,0,1,0,1,0,0,0,0,2,0,0,1,4,1,1,0,1,1,1,0,1,0,2,0,1,0,10,0
1280,121,21,0,8,0,1,0,0,0,0,2,0,0,1,4,1,1,0,1,1,1,0,1,0,2,0,1,0,17,0
1281,121,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1282,121,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1283,121,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,11,0
1284,121,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
1285,121,15,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,11,0
1286,121,14,0,6,0,0,0,0,0,0,2,0,0,1,3,0,0,0,1,0,1,0,0,0,2,0,0,0,12,0
1287,121,46,8,0,0,0,0,1,10,0,13,1,0,2,4,0,1,0,1,3,2,0,0,0,13,1,13,1,18,0
1288,121,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
1289,121,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1290,121,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1291,121,65,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,51,2,0,0,0,0,0,12,51
1292,121,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2
1293,121,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1294,121,26,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,4,0,0,0,0,0,22,0
1295,121,86,0,0,0,0,0,0,15,0,0,0,0,3,0,5,0,2,0,61,0,0,0,0,0,0,76,0,10,0
1296,121,28,0,0,0,1,0,0,0,0,13,1,0,2,4,0,1,0,1,3,2,0,1,0,13,0,3,1,10,0
1297,89,70,0,0,0,1,0,5,19,0,9,20,0,10,0,3,0,0,0,0,3,0,1,0,9,5,19,20,16,0
1298,89,706,0,0,0,2,0,3,236,0,3,22,57,17,0,32,14,31,95,157,37,0,2,0,3,3,393,79,226,0
1299,89,566,0,0,0,0,0,0,142,80,4,58,11,14,0,37,9,148,0,1,62,0,0,0,84,0,143,69,270,0
1300,89,1537,0,0,0,45,21,59,171,0,4,124,33,297,5,149,102,139,12,243,114,19,45,21,4,59,414,157,818,19
1301,89,367,0,0,0,6,2,2,1,0,12,27,3,92,3,20,13,130,3,48,5,0,6,2,12,2,49,30,266,0
1302,89,116,0,0,0,4,0,0,5,0,3,0,4,18,0,7,0,61,0,0,14,0,4,0,3,0,5,4,100,0
1303,89,1069,0,0,0,1,0,27,45,0,0,14,2,129,0,65,473,294,0,16,3,0,1,0,0,27,61,16,964,0
1304,89,631,0,0,0,9,0,7,0,0,0,0,0,3,0,40,227,24,321,0,0,0,9,0,0,7,0,0,615,0
1305,89,96,0,0,0,5,0,3,5,0,0,0,0,4,0,7,70,0,0,0,2,0,5,0,0,3,5,0,83,0
1306,89,44,0,0,0,0,0,2,6,0,0,4,3,10,0,5,0,0,0,11,3,0,0,0,0,2,17,7,18,0
1307,89,52,0,0,0,17,0,0,6,0,0,1,3,6,0,3,0,2,0,11,3,0,17,0,0,0,17,4,14,0
1308,89,56,0,0,0,8,0,1,0,0,0,0,3,7,0,3,0,2,0,11,21,0,8,0,0,1,11,3,33,0
1309,89,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,11,0,1,0
1310,89,597,0,0,0,78,0,8,6,16,125,9,76,51,0,55,1,49,1,1,121,0,78,0,141,8,7,85,278,0
1311,89,190,0,0,0,1,4,22,1,1,1,7,18,8,0,16,4,99,1,2,5,0,1,4,2,22,3,25,133,0
1312,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,89,647,0,0,0,19,0,1,41,0,3,6,16,55,0,45,136,237,0,45,8,35,19,0,3,1,86,22,481,35
1314,89,579,0,0,0,0,0,0,6,0,1,0,3,0,0,35,59,470,1,4,0,0,0,0,1,0,10,3,565,0
1315,89,1502,0,0,68,32,1,32,50,4,22,45,22,129,14,141,45,728,1,141,27,0,32,1,94,32,191,67,1085,0
1316,89,797,0,0,0,6,1,27,12,13,8,27,12,90,5,48,47,435,2,37,27,0,6,1,21,27,49,39,654,0
1317,89,11008,0,0,36,37,115,434,1344,33,395,865,100,3173,1937,774,24,153,84,1305,50,149,37,115,464,434,2649,965,6195,149
1318,89,126,0,0,0,1,6,0,0,0,0,0,0,4,0,7,0,108,0,0,0,0,1,6,0,0,0,0,119,0
1319,89,548,0,0,0,0,6,3,19,0,4,104,50,243,0,25,0,88,0,0,6,0,0,6,4,3,19,154,362,0
1320,89,4080,0,0,0,52,6,1190,84,90,82,639,71,1093,54,319,20,10,0,227,108,35,52,6,172,1190,311,710,1604,35
1321,89,6203,0,0,0,0,67,441,1427,42,198,537,16,1871,20,373,39,0,1,1089,82,0,0,67,240,441,2516,553,2386,0
1322,89,2423,0,0,0,0,0,0,441,0,143,260,3,62,515,749,0,243,1,0,6,0,0,0,143,0,441,263,1576,0
1323,89,4488,0,0,0,0,0,27,2750,0,10,0,25,24,4,708,0,10,0,865,65,0,0,0,10,27,3615,25,811,0
1324,89,1835,0,0,0,0,69,31,770,0,9,116,2,3,456,122,0,0,1,255,1,0,0,69,9,31,1025,118,583,0
1325,89,6353,0,0,0,14,22,449,25,35,488,1307,382,845,1882,686,0,129,1,82,6,0,14,22,523,449,107,1689,3549,0
1326,89,228,0,0,0,0,0,0,1,0,0,1,0,31,0,9,0,171,1,0,14,0,0,0,0,0,1,1,226,0
1327,89,36,0,0,0,0,0,8,0,0,0,0,3,13,0,2,0,6,1,0,3,0,0,0,0,8,0,3,25,0
1328,89,725,0,0,0,0,9,123,0,20,2,73,46,236,0,128,74,6,1,0,7,0,0,9,22,123,0,119,452,0
1329,89,528,0,0,0,8,0,7,126,0,0,68,4,114,90,33,0,55,0,3,20,0,8,0,0,7,129,72,312,0
1330,89,28,0,0,0,1,5,3,0,0,0,0,0,7,0,2,2,1,1,0,6,0,1,5,0,3,0,0,19,0
1331,89,319,0,0,0,6,124,5,1,0,1,0,36,45,0,29,0,16,0,53,3,0,6,124,1,5,54,36,93,0
1332,89,244,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,2,94,131,0,0,0,0,0,0,137,0,107,0
1333,89,28,0,0,0,0,0,0,12,0,0,0,9,1,5,1,0,0,0,0,0,0,0,0,0,0,12,9,7,0
1334,89,903,0,0,0,14,32,33,252,0,74,4,17,216,5,83,2,87,12,0,72,0,14,32,74,33,252,21,477,0
1335,89,886,0,0,0,8,144,0,626,6,13,14,3,15,4,43,0,4,0,6,0,0,8,144,19,0,632,17,66,0
1336,89,327,0,0,0,25,5,25,31,0,0,6,28,0,0,15,0,0,0,16,3,173,25,5,0,25,47,34,18,173
1337,89,800,0,0,0,8,18,70,153,0,3,59,0,20,0,58,0,143,0,210,58,0,8,18,3,70,363,59,279,0
1338,89,62,0,0,0,0,0,1,16,22,0,1,9,2,4,3,0,0,0,4,0,0,0,0,22,1,20,10,9,0
1339,89,52,0,0,0,0,0,7,16,0,0,0,0,0,4,20,0,0,0,0,5,0,0,0,0,7,16,0,29,0
1340,89,1835,0,0,0,135,376,115,964,4,0,0,10,2,4,118,0,0,1,0,106,0,135,376,4,115,964,10,231,0
1341,89,568,0,0,0,67,30,191,114,25,0,0,13,2,0,35,41,0,0,20,30,0,67,30,25,191,134,13,108,0
1342,89,343,0,0,0,0,0,8,0,0,0,0,0,2,0,11,322,0,0,0,0,0,0,0,0,8,0,0,335,0
1343,89,5,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0
1344,89,311,0,0,8,2,0,1,73,0,6,19,3,22,0,24,0,55,0,97,1,0,2,0,14,1,170,22,102,0
1345,89,1921,0,0,0,135,141,226,518,67,20,53,12,70,9,111,0,22,2,207,79,249,135,141,87,226,725,65,293,249
1346,89,981,0,0,0,184,28,24,73,16,438,0,10,36,0,62,0,105,0,3,2,0,184,28,454,24,76,10,205,0
1347,89,516,0,0,0,1,0,5,408,0,0,21,0,3,0,29,0,0,0,43,6,0,1,0,0,5,451,21,38,0
1348,89,367,0,0,0,6,143,2,31,0,0,1,3,23,0,20,0,6,0,81,51,0,6,143,0,2,112,4,100,0
1349,89,416,0,0,0,0,0,0,365,1,0,4,4,0,4,20,0,0,0,11,7,0,0,0,1,0,376,8,31,0
1350,89,942,0,0,0,8,0,72,199,1,0,17,22,26,4,58,178,276,0,62,19,0,8,0,1,72,261,39,561,0
1351,89,72,0,0,0,12,0,3,0,1,0,1,2,3,4,2,0,2,38,4,0,0,12,0,1,3,4,3,49,0
1352,89,495,0,0,0,2,0,1,131,1,0,0,0,3,4,37,113,6,0,194,3,0,2,0,1,1,325,0,166,0
1353,89,95,0,0,0,1,5,2,1,0,4,1,5,33,0,12,3,10,0,11,7,0,1,5,4,2,12,6,65,0
1354,89,707,0,0,0,0,0,2,1,0,0,10,7,3,4,39,511,28,81,0,21,0,0,0,0,2,1,17,687,0
1355,89,409,0,0,0,10,0,0,98,0,0,154,25,10,43,42,2,13,7,3,2,0,10,0,0,0,101,179,119,0
1356,89,51,0,0,0,0,1,4,0,0,3,0,1,15,0,4,0,4,0,0,19,0,0,1,3,4,0,1,42,0
1357,89,670,0,0,0,4,0,1,123,0,3,25,38,10,3,63,2,119,1,213,65,0,4,0,3,1,336,63,263,0
1358,89,523,0,0,0,0,0,0,231,26,0,6,38,10,0,37,0,0,1,157,17,0,0,0,26,0,388,44,65,0
1359,89,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
1360,89,465,0,0,33,18,201,16,0,1,0,0,44,37,1,40,0,2,1,32,3,36,18,201,34,16,32,44,84,36
1361,89,1284,0,0,28,45,142,98,15,598,4,0,22,70,0,134,60,1,0,0,67,0,45,142,630,98,15,22,332,0
1362,89,428,0,0,0,0,0,29,232,0,1,28,7,34,0,40,0,13,3,24,17,0,0,0,1,29,256,35,107,0
1363,89,177,0,0,0,0,7,0,15,0,0,0,56,0,0,11,0,10,0,0,78,0,0,7,0,0,15,56,99,0
1364,89,723,0,0,0,6,0,2,0,0,0,1,0,15,0,16,3,0,1,0,3,676,6,0,0,2,0,1,38,676
1365,89,252,0,0,0,0,67,2,0,0,4,1,0,40,0,38,0,2,1,52,45,0,0,67,4,2,52,1,126,0
1366,89,20,0,0,0,0,0,0,0,0,0,1,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0
1367,89,46,0,0,0,0,0,0,0,0,0,1,29,12,0,3,0,0,0,0,1,0,0,0,0,0,0,30,16,0
1368,89,3067,0,0,0,9,0,7,1,6,2324,1,9,23,0,193,2,183,0,45,264,0,9,0,2330,7,46,10,665,0
1369,89,9,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,3,0,2,0,0,1,0,1,5,0
1370,89,364,0,1,0,0,0,8,1,0,0,15,1,26,1,18,0,231,0,48,14,0,0,0,0,8,49,16,291,0
1371,89,1374,0,0,0,6,1,492,58,0,4,34,9,369,3,104,0,270,0,24,0,0,6,1,4,492,82,43,746,0
1372,89,1253,0,0,0,6,50,0,6,0,82,0,3,449,281,129,54,60,0,41,92,0,6,50,82,0,47,3,1065,0
1373,89,1815,0,0,0,6,33,56,580,0,265,0,3,470,0,165,99,0,9,129,0,0,6,33,265,56,709,3,743,0
1374,89,755,0,0,0,6,0,1,322,0,0,0,14,0,0,60,0,28,11,310,3,0,6,0,0,1,632,14,102,0
1375,89,220,0,0,0,6,0,0,1,0,0,28,0,0,0,11,0,0,3,0,171,0,6,0,0,0,1,28,185,0
1376,89,444,0,6,0,2,0,0,30,0,0,4,30,84,1,30,197,0,0,21,39,0,2,0,0,0,51,34,357,0
1377,89,88,0,6,0,1,2,0,24,0,4,3,0,7,1,9,0,0,0,31,0,0,1,2,4,0,55,3,23,0
1378,89,112,0,0,0,1,0,0,24,4,8,12,13,2,5,5,9,0,0,29,0,0,1,0,12,0,53,25,21,0
1379,89,1026,0,0,0,2,46,27,145,4,48,94,19,184,5,55,89,54,0,253,1,0,2,46,52,27,398,113,388,0
